Location_Id,LOCATION,LAT,LON,Cross Street
529,1200 W 9TH ST,33.7361,-118.3039,
530,2700 WYNWOOD LN,34.0264,-118.2171,
531,CAMDEN AV,34.0481,-118.4421,SANTA MONICA BL
532,500 N FIGUEROA ST,34.0617,-118.2469,
533,5900 JULIAN LN,34.1776,-118.5541,
534,22ND ST,34.0357,-118.2829,UNION AV
535,300 N ALFRED ST,34.0761,-118.3753,
536,14600 SATICOY ST,34.2084,-118.4599,
537,14900 VANOWEN ST,34.1976,-118.4574,
538,1000 S OGDEN DR,34.0574,-118.3619,
539,1300 MARINETTE RD,34.054,-118.5191,
540,7600 S CENTRAL AV,33.9711,-118.2629,
541,700 KING AV,33.7778,-118.2753,
542,ANAHEIM,33.7798,-118.2651,FRIES
543,2200 N FIGUEROA ST,34.0884,-118.2258,
544,400 W 79TH ST,33.9693,-118.285,
545,VICTORY BL,34.1867,-118.4443,TYRONE
546,1600 256TH ST,33.7915,-118.3043,
547,200 W 12TH ST,33.7333,-118.2814,
548,ALSACE AV,34.0325,-118.3557,N ADAMS BL
549,1500 N BRONSON AV,34.098,-118.318,
550,4800 W HOLLYWOOD BL,34.1018,-118.2953,
551,700 W 17TH ST,33.7288,-118.2929,
552,2700 MINER ST,33.721,-118.2764,
553,2000 S FIGUEROA ST,34.0335,-118.2737,
554,6700 MARMION WY,34.0923,-118.1978,
555,900 W PACIFIC COAST HY,33.7941,-118.29,
556,SAN VICENTE BL,34.0527,-118.3509,COCHRAN AV
557,14900 VENTURA BL,34.1564,-118.463,
558,2600 N BROADWAY,34.0736,-118.2156,
559,10500 WILSHIRE BL,34.0649,-118.4372,
560,700 S CORONADO ST,34.0584,-118.2824,
561,7000 WOODLEY AV,34.1976,-118.4837,
562,CENTRAL AV,33.9967,-118.2565,51ST ST
563,1300 W 78TH ST,33.9694,-118.2981,
564,2600 E OLYMPIC BL,34.0253,-118.2224,
565,1900 E 2ND ST,34.045,-118.2165,
566,600 N ALTA VISTA BL,34.0819,-118.3474,
567,5200 W OLYMPIC BL,34.0572,-118.3428,
568,600 S BROADWAY,34.0459,-118.2526,
569,18300 VANOWEN ST,34.1975,-118.5273,
570,100 W AVENUE 45,34.0959,-118.2073,
571,3200 W 36TH ST,34.0231,-118.3305,
572,6600 W 6TH ST,34.066,-118.3711,
573,6100 WILSHIRE BL,34.0665,-118.3662,
574,6200 LEMONA AV,34.1826,-118.4596,
575,5400 HOLLYWOOD BL,34.1018,-118.3071,
576,2400 JAMES M WOOD BL,34.0567,-118.2815,
577,900 W 85TH ST,33.9613,-118.2893,
578,1200 W 56TH ST,33.9915,-118.2959,
579,LA GRANGE,34.0472,-118.4333,GLENDON
580,13100 VALLEYHEART DR,34.1474,-118.4183,
581,6700 SANTA MONICA BL,34.0907,-118.3368,
582,19600 BASSETT ST,34.196,-118.56,
583,1900 N SERRANO AV,34.1054,-118.3071,
584,17100 VENTURA BL,34.1602,-118.5054,
585,4400 W PICO BL,34.0482,-118.3308,
586,600 BYNNER DR,33.7385,-118.3171,
587,2700 TRINITY ST,34.0216,-118.2638,
588,800 BEACON AV,34.0521,-118.2738,
589,1200 STONE ST,34.0529,-118.1931,
590,3900 S BUDLONG AV,34.0145,-118.298,
591,1100 S PATTON AV,33.7343,-118.3056,
592,800 N ALAMEDA ST,34.0563,-118.2374,
593,600 S SAN PEDRO ST,34.0421,-118.2469,
594,2900 S REDONDO BL,34.0271,-118.3585,
595,VERMONT AV,33.9978,-118.2915,50TH ST
596,700 S CARONDELET ST,34.0584,-118.281,
597,15100 MAGNOLIA BL,34.1649,-118.4618,
598,BALBOA BL,34.2212,-118.5027,ROSCOE BL
599,NEWCASTLE,34.1648,-118.5244,VENTURA
600,MANCHESTER AV,33.9602,-118.2564,CENTRAL AV
601,300 S PECAN ST,34.0453,-118.2218,
602,100 N MYERS ST,34.0478,-118.2288,
603,5400 BRYNHURST AV,33.9909,-118.3333,
604,100 S CONCORD ST,34.0375,-118.1969,
605,4800 S BUDLONG AV,33.9992,-118.2959,
606,1200 BLINN AV,33.7876,-118.2452,
607,600 W 184TH ST,33.8684,-118.2842,
608,5000 STERN AV,34.1612,-118.4346,
609,3RD ST,34.0719,-118.3637,EDINBURGH AV
610,HOOVER ST,33.9996,-118.2871,48TH ST
611,HAUSER,34.0624,-118.3514,WILSHIRE BL
612,7800 BAIRD AV,34.212,-118.5374,
613,900 WILMINGTON BL,33.7897,-118.2787,
614,3RD ST,34.0719,-118.3614,FAIRFAX AV
615,FIGUEROA,33.9679,-118.2827,79TH ST
616,HOOPER ST,34.0002,-118.2521,48TH ST
617,1000 EXPOSITION BL,34.0219,-118.2959,
618,1800 S REDONDO BL,34.0417,-118.3588,
619,7100 W SUNSET BL,34.1007,-118.3494,
620,1500 4TH AV,34.0436,-118.3213,
621,2300 E 1ST ST,34.0441,-118.2105,
622,1500 N EL CENTRO AV,34.098,-118.3237,
623,4300 VENTURA CANYON AV,34.1478,-118.4296,
624,3RD ST,34.0576,-118.2598,BIXEL
625,3100 W 78TH ST,33.9691,-118.3265,
626,100 S WESTGATE AV,34.0629,-118.4728,
627,7200 W MELROSE AV,34.0835,-118.3462,
628,2100 ALLESANDRO ST,34.0924,-118.2568,
629,5100 ZOO DR,34.1534,-118.3097,
630,100 N FREMONT AV,34.0584,-118.2531,
631,1300 N BENTON WY,34.082,-118.2694,
632,100 W 57TH ST,33.9906,-118.2739,
633,800 W 9TH ST,33.7361,-118.2946,
634,100 S CLARK DR,34.0736,-118.3848,
635,2900 WHITTIER BL,34.0317,-118.2097,
636,1400 VETERAN AV,34.0517,-118.442,
637,18500 CLARK ST,34.1704,-118.536,
638,3000 WELLINGTON RD,34.0261,-118.3384,
639,14000 OXNARD ST,34.1794,-118.4377,
640,15900 VANOWEN ST,34.1939,-118.4793,
641,6000 ARLINGTON AV,33.9855,-118.3186,
642,3100 N SAN FERNANDO RD,34.1149,-118.2458,
643,FIRMAMENT AV,34.1866,-118.4719,VICTORY BL
644,1500 VAN TRESS AV,33.7932,-118.2792,
645,200 E 6TH ST,34.0446,-118.249,
646,1800 ACADEMY DR,34.0807,-118.2425,
647,2600 W 74TH ST,33.9728,-118.3243,
648,6300 S WESTERN AV,33.982,-118.3089,
649,VALLEY BL,34.0655,-118.2022,SAN PABLO ST
650,CITRUS AV,34.0962,-118.3398,DE LONGPRE
651,1500 FRANCISCO ST,33.85,-118.3032,
652,3200 S CENTRAL AV,34.0146,-118.2565,
653,OLYMPIC BL,0,0,BELOIT
654,5600 N FIGUEROA ST,34.109,-118.194,
655,500 W 43RD PL,34.0045,-118.2869,
656,1400 LOGAN ST,34.0784,-118.2577,
657,2200 THOMAS ST,34.0707,-118.2103,
658,8100 BALBOA BL,34.2176,-118.5013,
659,100 S GRAND AV,34.0557,-118.2488,
660,22400 HALLDALE AV,33.8222,-118.3015,
661,5700 S NORMANDIE AV,33.9909,-118.3002,
662,700 S BROADWAY,34.0444,-118.2541,
663,7500 WHITAKER AV,34.2064,-118.498,
664,800 W 41ST ST,34.0092,-118.2872,
665,600 W 82ND ST,33.9644,-118.2842,
666,1200 S FIGUEROA ST,34.0431,-118.2692,
667,9100 CORDELL DR,34.094,-118.39,
668,5100 W MELROSE AV,34.0865,-118.3169,
669,7600 S BROADWAY,33.9703,-118.2783,
670,15000 DICKENS ST,34.1515,-118.4601,
671,43RD PL,34.0041,-118.3325,CRENSHAW BL
672,10700 SANTA MONICA BL,34.0492,-118.4394,
673,1300 W 53RD ST,33.9941,-118.2985,
674,5100 HOLLYWOOD BL,34.1018,-118.3009,
675,11000 SANTA MONICA BL,34.0492,-118.4397,
676,300 S UNION AV,34.0596,-118.2701,
677,300 E 76TH PL,33.9705,-118.2696,
678,VIOLET ST,34.0326,-118.23,MATEO
679,2800 S VERMONT AV,34.0291,-118.2915,
680,2300 S FAIRFAX AV,34.0371,-118.3687,
681,1400 ALVARADO TR,34.045,-118.2818,
682,1400 W 6TH ST,34.0562,-118.2673,
683,2300 DAMON ST,34.0287,-118.2322,
684,16800 ROSCOE BL,34.221,-118.4989,
685,200 W 81ST ST,33.9659,-118.2765,
686,TYRONE,34.1802,-118.4443,AETNA
687,55TH ST,33.9925,-118.2701,SAN PEDRO
688,LA BREA,34.0871,-118.3441,WILLOUGHBY
689,1700 N AVALON BL,33.7948,-118.2694,
690,200 E 2ND ST,34.0503,-118.2433,
691,1300 WILCOX AV,34.0944,-118.331,
692,6700 HILLPARK DR,34.1173,-118.3379,
693,4000 S BUDLONG AV,34.0099,-118.2959,
694,11800 DOROTHY ST,34.052,-118.4667,
695,1500 N OCCIDENTAL BL,34.0865,-118.2694,
696,18800 VICTORY BL,34.1866,-118.5422,
697,25600 BELLE PORTE AV,33.7976,-118.3011,
698,8600 S WESTERN AV,33.96,-118.309,
699,4200 EAGLE ROCK BL,34.1218,-118.2251,
700,3400 S CENTRAL AV,34.0128,-118.2565,
701,7100 TAMPA AV,34.1993,-118.5535,
702,900 W 66TH ST,33.9792,-118.2892,
703,2200 S PACIFIC AV,33.7243,-118.2963,
704,1700 W 54TH ST,33.9933,-118.307,
705,6800 SYLVIA AV,34.1938,-118.5524,
706,900 W 50TH PL,33.997,-118.2886,
707,6000 S SAN PEDRO ST,33.9852,-118.2696,
708,80TH,33.9667,-118.2871,HOOVER
709,1300 W 35TH PL,34.0237,-118.2977,
710,7300 MELROSE AV,34.0836,-118.3487,
711,1900 S GRAND AV,33.727,-118.2902,
712,5000 KESTER AV,34.1612,-118.4574,
713,2300 S BRONSON AV,34.0357,-118.332,
714,600 SAINT PAUL AV,34.0535,-118.2609,
715,16800 OAK VIEW DR,34.1541,-118.501,
716,900 W FLORENCE AV,33.9792,-118.2893,
717,800 W 42ND PL,34.0064,-118.2879,
718,5200 BUCHANAN ST,34.1189,-118.2031,
719,300 N ROSSMORE AV,34.0761,-118.3272,
720,HALLDALE AV,34.02,-118.3029,37TH ST
721,400 E 81ST ST,33.9656,-118.2673,
722,700 W 59TH PL,33.986,-118.2859,
723,MISSION RD,34.0606,-118.2144,MARENGO
724,6700 WOODLEY AV,34.1924,-118.4837,
725,6800 W SUNSET BL,34.098,-118.3393,
726,1600 S CREST DR,34.0496,-118.3875,
727,700 N EVERGREEN AV,34.0499,-118.2009,
728,WESTERN AV,33.9455,-118.309,CENTURY
729,200 S SPRING ST,34.0517,-118.2474,
730,HOLLYWOOD,34.0944,-118.3277,VINE
731,GRAMERCY,33.9891,-118.3139,SLAUSON
732,8600 VENICE BL,34.0336,-118.3807,
733,200 W 6TH ST,34.046,-118.251,
734,2800 W VERNON AV,34.0074,-118.329,
735,600 S FIGUEROA ST,34.0505,-118.2588,
736,200 N SOTO ST,34.0445,-118.2116,
737,79TH ST,33.9679,-118.2695,SAN PEDRO
738,300 S FIGUEROA ST,34.0542,-118.2566,
739,1200 W ADAMS BL,34.0328,-118.2865,
740,600 LITTLE ST,34.0555,-118.2725,
741,17000 OAK VIEW DR,34.1515,-118.5036,
742,1900 S CORNING ST,34.0432,-118.3796,
743,GORDON ST,34.098,-118.3201,SUNSET BL
744,1000 GRANVILLE AV,34.0505,-118.465,
745,LAKE ST,34.0653,-118.2725,VALLEY ST
746,UNION PL,34.0606,-118.2672,3RD ST
747,4700 TACANA ST,34.0163,-118.3523,
748,200 N ALVARADO ST,34.0677,-118.2731,
749,7400 TYRONE AV,34.2048,-118.4443,
750,VERNON AV,34.0038,-118.2827,FIGUEROA ST
751,LANGDALE AV,34.1302,-118.2174,ELLENWOOD DR
752,400 S SAN VICENTE BL,34.0715,-118.3764,
753,MONTANA ST,34.0819,-118.2649,WATERLOO ST
754,LA MIRADA,34.0935,-118.3266,VINE
755,2600 BLIMP ST,34.0963,-118.2431,
756,1500 W 35TH ST,34.0246,-118.3032,
757,CLARK,34.1685,-118.4659,SEPULVEDA
758,1800 LAUREL CANYON BL,34.1037,-118.3659,
759,600 W 7TH ST,34.0491,-118.2558,
760,800 W 43RD ST,34.0055,-118.2872,
761,1700 N STANLEY AV,34.1017,-118.3562,
762,14600 WYANDOTTE ST,34.203,-118.4514,
763,5000 S FIGUEROA ST,33.9997,-118.2849,
764,100 N LA CIENEGA BL,34.0734,-118.3765,
765,600 W SANTA CRUZ ST,33.7442,-118.2901,
766,200 W 5TH ST,33.7397,-118.2835,
767,1100 N ALEXANDRIA AV,34.0908,-118.2984,
768,6600 W SUNSET BL,34.098,-118.3332,
769,14800 VICTORY BL,34.1867,-118.4567,
770,300 S BROADWAY,34.051,-118.248,
771,2700 W TEMPLE ST,34.0729,-118.2757,
772,8000 CHIMINEAS AV,34.2165,-118.5287,
773,1700 ALAMEDA ST,33.7976,-118.2385,
774,500 SAN JULIAN ST,34.0429,-118.2462,
775,1800 N WESTERN AV,34.1038,-118.3151,
776,1700 N ORANGE DR,34.1015,-118.3417,
777,16800 ROSCOE BL,34.2206,-118.4982,
778,WESTERN,34.0886,-118.3027,ROMAINE
779,HAWTHORN,34.0998,-118.349,FULLER
780,1300 S GAFFEY ST,33.7324,-118.2924,
781,6000 N FIGUEROA ST,34.1113,-118.1893,
782,VIA MARISOL,34.0976,-118.1839,VIA ARBOLADA
783,1900 TALMADGE ST,34.1054,-118.283,
784,BEVERLY BL,34.0761,-118.3742,CROFT AV
785,4TH,34.0454,-118.2422,OMAR
786,1200 S ALBANY ST,34.0441,-118.2735,
787,6500 S MAIN ST,33.9802,-118.2739,
788,1300 N VERMONT AV,34.0956,-118.2918,
789,500 RAMIREZ ST,34.0552,-118.2322,
790,1800 W 45TH ST,34.0028,-118.3113,
791,ADDISON,34.1613,-118.4486,VAN NUYS BL
792,2ND ST,34.051,-118.2445,MAIN
793,500 S UNION AV,34.0596,-118.2701,
794,S ARNAZ DR,34.0708,-118.3827,COLGATE
795,1000 S HILL ST,34.0402,-118.2598,
796,100 E AVENUE 33,34.083,-118.2137,
797,3500 S LA CIENEGA BL,34.0242,-118.3722,
798,700 E 54TH ST,33.9933,-118.263,
799,4600 S GRAMERCY PL,34.001,-118.3138,
800,4300 ALPHA ST,34.0945,-118.1593,
801,14700 ERWIN ST,34.1836,-118.4575,
802,5100 WOODMAN AV,34.1603,-118.4399,
803,2700 COLORADO BL,34.1425,-118.2239,
804,15200 LEADWELL ST,34.2039,-118.464,
805,2600 S MANHATTAN PL,34.0309,-118.3101,
806,14900 VOSE ST,34.1985,-118.4591,
807,3300 W FLORENCE AV,33.9746,-118.3294,
808,NORMANDIE,33.8583,-118.2992,190TH
809,2600 ARMSTRONG AV,34.1042,-118.2639,
810,PINE TREE DR,34.104,-118.3755,LONDONDERRY PL
811,1400 WRIGHT ST,34.0396,-118.2726,
812,1800 W SLAUSON AV,33.9892,-118.3089,
813,14100 DELANO ST,34.1826,-118.4444,
814,7200 WOODMAN AV,34.2012,-118.4312,
815,6000 BRYNHURST AV,33.9829,-118.3338,
816,6700 W SUNSET BL,34.098,-118.3365,
817,CANYON LAKE DR,34.1276,-118.3269,ARROWHEAD DR
818,8000 S HOOVER ST,33.9662,-118.2871,
819,43RD,34.0055,-118.2915,VERMONT
820,100 W 79TH ST,33.9679,-118.2739,
821,OLYMPIC,34.0188,-118.2066,LORENA
822,1300 KELTON AV,34.0543,-118.4435,
823,WESTERN,33.7978,-118.3076,LOMITA
824,42ND ST,34.0073,-118.2915,VERMONT AV
825,SLAUSON AV,33.9891,-118.3002,NORMANDIE
826,2400 S ORANGE DR,34.0358,-118.3517,
827,2700 S ROBERTSON BL,34.0374,-118.3886,
828,1900 ESTRELLA AV,34.0339,-118.2755,
829,300 S MAIN ST,34.0481,-118.2472,
830,8700 W PICO BL,34.0544,-118.3816,
831,2ND ST,34.0472,-118.2352,HEWITT
832,GENESEE,34.0981,-118.3582,SUNSET
833,18400 HATTERAS ST,34.1775,-118.5337,
834,BUNDY,34.0353,-118.4571,MISSOURI
835,6300 COLGATE AV,34.069,-118.3614,
836,COLE AV,34.0889,-118.3299,ROMAINE
837,400 S AVENUE 60,34.1074,-118.1858,
838,500 E 68TH ST,33.9779,-118.2666,
839,18600 HART ST,34.1976,-118.5404,
840,11600 MAYFIELD AV,34.0534,-118.4613,
841,76TH ST,33.9711,-118.2917,VERMONT
842,9300 S WESTERN AV,33.9515,-118.309,
843,3700 S LA BREA AV,34.0199,-118.3608,
844,14600 FRIAR ST,34.1857,-118.4509,
845,6400 NEWCASTLE AV,34.1868,-118.5255,
846,1500 N POINSETTIA PL,34.098,-118.3479,
847,VERMONT AV,34.0888,-118.2917,LOCKWOOD
848,3700 CRENSHAW BL,34.0209,-118.3406,
849,900 W 75TH ST,33.9717,-118.2887,
850,400 N FOREST AV,34.0445,-118.2025,
851,6TH ST,34.0541,-118.2621,BIXEL ST
852,7200 S BROADWAY,33.9747,-118.2783,
853,BEVERLY,34.0761,-118.3614,FAIRFAX
854,300 S HILL ST,34.0517,-118.2491,
855,CRENSHAW,33.9745,-118.3309,FLORENCE
856,WOODMAN AV,34.2072,-118.4312,WOODMAN PL
857,ETIWANDA,34.1802,-118.5308,OXNARD
858,800 S GRAND AV,33.737,-118.2901,
859,VESPER,34.1887,-118.4509,HAMLIN
860,8800 S WESTERN AV,33.9582,-118.309,
861,14400 EMELITA ST,34.1767,-118.4465,
862,7000 W SUNSET BL,34.098,-118.342,
863,BELLEVUE,34.0755,-118.2727,CORONADO
864,1400 S WESTGATE AV,34.0431,-118.4599,
865,400 W 7TH ST,33.7347,-118.2842,
866,4900 COLDWATER CANYON AV,34.1597,-118.4138,
867,SILVER LAKE BL,34.0772,-118.2818,HOLLYWOOD FY
868,1400 W PACIFIC COAST HY,33.7907,-118.2829,
869,11700 SANTA MONICA BL,34.0435,-118.4565,
870,100 N ALVARADO ST,34.0677,-118.2731,
871,1600 SCHRADER BL,34.0998,-118.3325,
872,LAS PALMAS,34.0926,-118.3363,LEXINGTON
873,SANTA MONICA BL,34.0909,-118.2867,VIRGIL
874,8900 HARGIS ST,34.0352,-118.387,
875,1000 N WILTON PL,34.0885,-118.3136,
876,BEVERLY BL,34.0761,-118.3766,LA CIENEGA
877,2000 W MARTIN LUTHER KING BL,34.0146,-118.313,
878,15500 VANOWEN ST,34.1939,-118.471,
879,ARGYLE,34.0998,-118.3252,SELMA
880,600 E 85TH ST,33.961,-118.2651,
881,6300 S VICTORIA AV,33.9806,-118.3323,
882,700 S MAIN ST,34.0437,-118.2518,
883,1800 W 12TH ST,34.0473,-118.2784,
884,7000 AURA AV,34.1975,-118.5546,
885,PICO BL,34.054,-118.3795,SHERBOURNE
886,900 N MEYLER ST,33.7443,-118.3088,
887,4300 S FIGUEROA ST,34.0051,-118.2827,
888,23RD ST,34.0352,-118.284,HOOVER ST
889,3900 ROXANNE AV,34.0162,-118.3482,
890,3800 LOCKE AV,34.09,-118.179,
891,1200 S SOTO ST,34.0233,-118.2222,
892,3700 S WESTERN AV,34.0146,-118.313,
893,18500 WYANDOTTE ST,34.2029,-118.5367,
894,600 S ALVARADO ST,34.0596,-118.2749,
895,8500 SATURN ST,34.0515,-118.3762,
896,5600 CORBETT ST,34.0247,-118.3669,
897,6300 W SUNSET BL,34.0987,-118.3337,
898,6300 W 3RD ST,34.0735,-118.3571,
899,100 W MARTIN LUTHER KING JR BL,34.0111,-118.274,
900,COLORADO BL,34.1367,-118.2089,MT ROYAL DR
901,2400 S RIDGELEY DR,34.0387,-118.3594,
902,3100 SHEFFIELD AV,34.0811,-118.1614,
903,400 S UNION AV,34.0596,-118.2701,
904,6TH ST,34.058,-118.2715,BURLINGTON
905,400 S SAN PEDRO ST,34.0458,-118.243,
906,VICTORY,34.1866,-118.5535,TAMPA
907,600 REDFIELD AV,34.1016,-118.1843,
908,4100 W SLAUSON AV,33.9889,-118.3467,
909,2200 W 3RD ST,34.0677,-118.2731,
910,400 E 5TH ST,34.0453,-118.2443,
911,13800 VALLEY VISTA BL,34.1493,-118.4307,
912,3100 S HOOVER ST,34.0268,-118.2896,
913,5100 MONTE VISTA ST,34.1109,-118.2016,
914,1600 N VERMONT AV,34.1002,-118.2918,
915,700 S SPRING ST,34.0438,-118.2547,
916,400 W 8TH ST,34.0445,-118.2558,
917,300 W ANAHEIM ST,33.7798,-118.2649,
918,800 N VERMONT AV,34.0859,-118.2917,
919,CORONADO,34.0736,-118.2713,PARK VIEW
920,6300 S FIGUEROA ST,33.982,-118.2827,
921,16900 W SUNSET BL,34.0561,-118.5512,
922,15300 MAGNOLIA BL,34.1684,-118.4586,
923,500 N CORONADO ST,34.0757,-118.2777,
924,1400 W 35TH PL,34.0237,-118.3002,
925,4600 COLORADO BL,34.1408,-118.2741,
926,200 E 3RD ST,34.0483,-118.2443,
927,SPRING ST,34.0583,-118.2395,NEW HIGH
928,1100 S OAKHURST DR,34.0571,-118.3907,
929,7600 W HOLLYWOOD BL,34.1017,-118.3553,
930,2500 EL ROSA DR,34.1129,-118.2304,
931,1700 W 84TH PL,33.9618,-118.309,
932,7300 RUBIO AV,34.2029,-118.4957,
933,CHADWICK,34.0848,-118.17,TEMPLETON
934,7500 RAYMOND AV,33.971,-118.2981,
935,VERMONT AV,34.0278,-118.2915,30TH ST
936,LOMA LINDA AV,34.103,-118.3072,SERRANO AV
937,4400 ESTRONDO DR,34.1515,-118.5017,
938,VIOLET,34.0326,-118.23,MATEO
939,ARDEN,34.0762,-118.326,BEVERLY BL
940,7700 RHEA AV,34.2102,-118.5415,
941,100 E 7TH ST,34.0446,-118.2507,
942,1900 W SLAUSON AV,33.9921,-118.3108,
943,1100 CRENSHAW BL,34.0527,-118.3241,
944,3300 E OLYMPIC BL,34.0191,-118.2081,
945,1300 W 60TH ST,33.9859,-118.3002,
946,2100 W JEFFERSON BL,34.0255,-118.318,
947,1900 W 57TH ST,33.991,-118.312,
948,1900 S CORNING ST,34.041,-118.3802,
949,1600 CAMDEN AV,34.0487,-118.4426,
950,800 W 7TH ST,34.0491,-118.2558,
951,2900 S HARCOURT AV,34.0274,-118.3499,
952,1200 KENISTON AV,34.0512,-118.3386,
953,3000 N SAN FERNANDO RD,34.1133,-118.2443,
954,6100 MONTEREY RD,34.1069,-118.1834,
955,7300 WOODLEY AV,34.203,-118.4837,
956,5500 WOODMAN AV,34.1745,-118.4356,
957,5000 S WESTERN AV,33.9982,-118.3089,
958,SANTA ROSALIA,34.0138,-118.3465,HILLCREST
959,1400 WEST BL,34.0496,-118.3425,
960,200 S SANTA FE AV,34.0472,-118.2326,
961,2000 S RIMPAU BL,34.0385,-118.344,
962,TEMESCAL CAN RD,34.0889,-118.5325,SUNSET BL
963,300 HAUSER BL,34.0693,-118.351,
964,1900 W 65TH PL,33.9798,-118.3134,
965,200 S AVENUE 54,34.1059,-118.1958,
966,84TH ST,33.9633,-118.2739,MAIN ST
967,CENTRAL AV,34.019,-118.2549,ADAMS BL
968,BROADWAY,34.072,-118.2242,PASADENA AV
969,SPRING ST,34.0717,-118.2224,BROADWAY
970,ALAMEDA ST,33.7753,-118.2456,EUBANK AV
971,5100 W SUNSET BL,34.0999,-118.3038,
972,ECHANDIA ST,34.0527,-118.2183,BRIDGE ST
973,1100 W 40TH PL,34.0099,-118.2941,
974,53RD,33.9941,-118.2915,VERMONT
975,ADAMS BL,34.0327,-118.3002,NORMANDIE AV
,,,,34.0375
